index,title,ingredients,preparation,img_url,cluster_label,sim_idx
510,Chilli Non Carne,"Olive Oil
1 x large onion (white or red)
3 x cloves of garlic
Teaspoon of cumin powder
Teaspoon of coriander
Good splash of soy sauce
Good squirt of tomato puree
2 x carrots
2 x celery stalks
Half a teaspoon (or more if you like spice) of cayenne pepper
Half a teaspoon of smoked paprika
Good splash of your favourite hot sauce (optional)
1 x tin chickpeas
1 x tin kidney beans
1 x tin cannellini beans
2 x tins of chopped tomatoes
Salt and pepper to taste","Serves 4, or 2 with leftovers
This is a meal that you will make again and again, so use my ingredients as a guide and experiment with what you like best. I also like it hot, so go easy on the cayenne, paprika and hot sauce if you’re not a fan. You can choose whatever beans you like, but I recommend 3 x tins whatever combination you choose. This is a hearty meal, and one that tastes better the next day. Great on toast for lunch!Put a good splash of olive oil in a pot and get it on a low/medium heat
Chop up your onion and toss in the pot
Chop up your garlic and throw in after a couple of minutes
Add your cumin, coriander, paprika and cayenne and mix well
Add your soy sauce and tomato puree and mix
Chop up your carrots and put them in (I typically slice them down the middle, down the middle again, and then across into little chunks)
Then goes your celery, chopped, but not too fine (the carrot and celery add texture and a bit of crunch)
Open your tins of beans, pour into a colander and rinse well in cold water
Add all the beans to the pot and mix well
Add the 2 x tins of tomatoes and mix again
Salt and pepper to taste and then leave simmering away for a good 30 minutes
Taste before serving – if it tastes great then you’re ready!If you make in advance, leave simmering for 30 minutes or so, stirring occasionally, and then let it sit covered for a few hours. Heat up again before serving. These flavours love getting to know each other, so a little time is never a bad thing.
Enjoy!",https://veganuary.com/wp-content/uploads/2016/07/Chilli-crop-400x302.jpg,7,78
511,Winter Spiced Carrot Smoothie,"1 cup peeled and cut carrots
1/2 cup soy milk
1 tsp of cinnamon
1 pinch of nutmeg
1 large banana
1 tbsp of Pulsin pea protein powder
1/4 tsp of ground vanilla","Place all ingredients into a blender and blend until smooth.Depending on your blender, you might need to mix a little longer than usual for the carrots to be fully chopped up.",https://veganuary.com/wp-content/uploads/2017/01/Winter-Spiced-Carrot-Smoothie-400x225.jpg,21,439
512,Tenders with Avocado & Corn Salsa by Gardein,"2 cups cooked corn, fresh or frozen
1 – 2 avocados, cut into 1/2″ cubes
1 cup heirloom tomatoes, halved
1/2 cup red onion, finely diced
2 tbsp olive oil
1/2 tsp grated lemon zest
1 tbsp fresh lemon juice
1/4 cup chopped cilantro
Salt and pepper to taste
1 packet of Gardein™ 7 Grain Crispy Tenders","Combine all the ingredients for the corn salsa in a bowl. To blend the flavours, put in the refrigerator for about 25 minutes.
Meanwhile, preheat the oven to 220º C. Place crispy tenders on a parchment-lined baking sheet and bake in the oven for 20-25 minutes turning once until crispy and golden.
Serve salsa on top of the 7 grain crispy tenders.
",https://veganuary.com/wp-content/uploads/2018/12/acs1.jpg,2,527
513,“Spicy-tarian” Hot Dog,"1 pack Garden Gourmet Sensational Sausages1 pack Garden Gourmet Sensational Sausages or another plant-based equivalent
2 vegan hotdog buns
1 small head of green lettuce
2 tblsp home made salsa (see chefs tip)
2 tblsp quacamole (ready to eat, or home made)
1 green and red jalapeno peppers
","Cut the buns lengthwise and grill both sides until grill marks are showing.
Grill the sausages according to the instructions on the package.
Spread the guacamole in the hotdog buns and cover with a few lettuce leaves.
Put the grilled sausages on top and spoon the salsa on it.
Garnish with coriander
Serve with Mexican vibe ingredients like nacho chips, grated vegan cheese, coriander, extra guacamole and lime.For homemade salsa we will need: 2 tomatoes,100 g pineapple, ½ small red onion, 1 tblsp corn kernels, 1 small bunch of coriander, ½ jalapeno pepper (without seeds), salt, lime juice. Cut tomatoes (without seeds) and pineapple in small pieces and chop the onion, coriander and jalapeno pepper. Combine all ingredients and season with salt and lime juice.
",https://veganuary.com/wp-content/uploads/2021/01/Spicy-tarian-Hot-Dog-400x498.jpg,8,551
514,Coconut Bacon,"2 tablespoons liquid smoke (hickory or mesquite flavor)
2 tablespoons tamari soy sauce
1 tablespoon maple syrup or agave nectar
1 tablespoon water
3½ cups (200 g) unsweetened coconut flakes","Makes 3½ cups
Preheat the oven to 325°F. Line a baking sheet with parchment paper.
In a large bowl, stir together the liquid smoke, tamari soy sauce, maple syrup or agave nectar, and water.
Add the coconut flakes to the bowl, and using a rubber spatula, gently toss together the coconut with the liquid mixture until the coconut flakes are thoroughly coated.
Transfer the coated coconut flakes onto the prepared baking sheet, spreading them out in a single layer so they cook evenly, and place the baking sheet in the preheated oven. Bake for 20 to 25 minutes, and stay close by.
After 10 or 15 minutes and every 5 minutes thereafter, you will want to toss and flip the flakes using a spatula. This is not only to make sure the flakes cook evenly but also to ensure that they don’t burn, and they will burn if you don’t regularly toss them.
Depending on your oven, you may also need to turn the baking sheet around to ensure they cook up evenly. As you continue to check, feel free to taste to make sure they’re nice and crispy. They will be a nice brown color when they’re done, and if you test them, you’ll notice the coconut flavor is pretty much gone.
Remove from the oven, and let cool before storing in a sealed bag or container. (They continue to crisp up as they cool.) The coconut bacon will stay fresh for up to 3 weeks—in or out of the refrigerator.
Suggestions for ServingMake a classic Bacon, Lettuce, and Tomato Sandwich with some avocado slices!
Top a baked potato with a couple tablespoons, as you would with bacon bits.
Offer the coconut bacon as an option for a salad topping.
It’s a great garnish for soup.
Sprinkle them on top of your favorite Macaroni & Cheese recipe or on top of pasta.For Your Information
Look for unsweetened coconut flakes in the bulk section of your grocery store; packaged brands include Edward & Sons/Let’s Do Organic and Bob’s Red Mill (USA only).
For Your Edification
Liquid smoke adds a wonderful depth of flavor to so many dishes, and a little goes a long way. It’s a great staple to keep in the cupboard, and you’ll find yourself using it often to add a smoky flavor to your favorite recipes.
",https://veganuary.com/wp-content/uploads/2016/07/Coconut-Bacon-400x600.jpg,16,717
515,Banana Berry Breakfast Smoothie,"1/2 frozen banana
6 medium strawberries
10 raspberries
5 cherries, stones removed
1 cup of homemade almond milk (or other nut milk)","EquipmentBlender
Measuring cupsAdd the milk and fruit to the blender.
Blend for 10 seconds, pause and give it another 10-15 second blitz to make sure you’ve mixed all of the fruit thoroughly.
* Superfood Tip *
For even more plant-powered goodness, why not sprinkle a selection of powders into your smoothies for extra goodness? Simply add 1 rounded tsp before you blend:Maca
Ground linseed
Chia seeds
Baobab
Acai
LucumaDid you like this recipe? Try this berry blast smoothie to brighten up your breakfasts!
",https://veganuary.com/wp-content/uploads/2014/09/timthumb-1-1-400x229.jpg,21,182
516,Rainbow Smoothie,"2 tbsp of chia seeds
3/4 cup of coconut or any other plant based milk
1 mango
1/3 cup of oats
1 tbsp raw cacao
3/4 cup of plant milk
Dash of maple syrup
1 dragon fruit (can substitute with pear, apple or pineapple)
1 kiwi fruit","First you will have to create each layer. Do it the night before to save time and also to allow each layer set nicely
Chia layer: 2 tbsp of chia seeds, 3/4 cup of coconut or any other plant based milk. Mix all together and pop in the fridge. After 15 min take it out and stir to avoid lumps. Put back in the fridge to set overnight.
Mango layer: Just simply cut up your mango into small pieces and blend with your blender.
Chocolate layer: 1/3 cup of oats, 1 tbsp of raw cacao , 3/4 cup of plant based milk and little bit of maple syrup. Mix it all together and put in the fridge to set overnight.
Dragon fruit layer: Simply cut up your dragon fruit and blend with your blender. If you don’t have dragon fruit you can use any other fruit such as pineapple, pear or even apple.
Kiwi layer: Peel your kiwi and blend with your blender.
In the morning pour each of the layers in to a glass very carefully, I used a small spoon. This way you will avoid mixing all layers together. Top up with gojiberries, desiccated coconut, or hemp seeds.
",https://veganuary.com/wp-content/uploads/2016/07/Rainbow-smoothie1-400x400.jpg,16,257
517,The Tempeh Stack Sandwich,"200g pack tempeh
2 tablespoons sesame oil
2 tablespoons shoyu sauce
2 teaspoons hot sauce like Sriracha (optional)
2 garlic cloves, minced, 
1 teaspoon fresh grated ginger juice
Juice from one lemon
Bread and fillings of your choice (suggestion in recipe)","If making for next day lunch, let the tempeh marinate overnight.Preheat the oven to 190/370deg.
Slice the tempeh into 1/4-inch-thick pieces and set aside.
In a small bowl, combine the sesame oil, shoyu, hot sauce, (if using) garlic cloves, ginger and juice from one lemon. Whisk to combine and transfer to a large, zip-closed plastic bag.
Place the sliced tempeh in the bag and gently massage it with your hands to coat all the pieces. Refrigerate for 30 minutes.
Remove the tempeh from the marinade. Grill for 10 minutes, turning half way until crisp and golden.
Serve on granary bread spread with vegan mayonnaise, add shredded lettuce, cucumber, tomato slices, avocado slices, place two pieces of the crispy tempeh and top with some onion relish.This also makes great ‘bento’ lunches, delicious to eat cold the following day.",https://veganuary.com/wp-content/uploads/2014/10/tempeh-stack-sandwich-400x214.jpg,19,639
518,Tofu Noodle Broth,"350g firm tofu (or other alternative such as tempeh or seitan)
1.2 litres vegetable stock
1 clove garlic, chopped
1 red chilli, chopped (de-seeded for less heat)
1 large carrot, julienned
1/2 red pepper, julienned
1 small head of Swiss chard or bok choi or other greens
3 tbsp dry sherry (check for a vegan kind)
3 tbsp dark soy sauce
1 tsp miso paste
75g fine wholewheat noodles (egg free)","Pour the vegetable stock into a large pan and add the garlic, chilli, vegetables, sherry and soy sauce.
Bring to boiling, then turn the heat down and simmer gently for 10 minutes.
Add the cubed tofu, miso paste and noodles and cook until the noodles are cooked according to package instructions.
Season with soy sauce if necessary.
Ladle the broth into bowls, garnish with shredded spring onions and extra slices of chilli.",https://veganuary.com/wp-content/uploads/2015/02/tofu-noodle-broth-400x266.jpg,11,251
519,Carbonara with Smoky Vegan Ham,"100g Quorn Vegan Smoky Ham Free Slices (or similar)
1 tbsp. olive oil
2 shallots, finely chopped
2 cloves garlic, crushed
2 tbsp. plain flour
400ml soy milk
Salt and pepper
5g flat leaf parsley, chopped
300g spaghetti
Extra flat leaf parsley to garnish","Heat the olive oil in a sauté pan over a medium heat. Add the shallot and sauté for 3 minutes.
Add the garlic and cook for 1 minute.
Add the plain flour, stir well to coat and cook for 1 minute.
Slowly add the soy milk to the pan whisking to avoid lumps. Bring to the boil and reduce to sauce consistency. Lower the heat and add the Quorn Smoky Vegan Ham, stirring gently to warm through.
Set to one side, season to taste with salt and pepper and add the chopped parsley.
Cook the spaghetti as per pack instructions, drain and add to the sauce tossing to coat.
Divide into warmed serving bowls and garnish with extra flat leaf parsley.Did you enjoy this dish? Try this vegan low-carb carbonara.
",https://veganuary.com/wp-content/uploads/2020/03/quornfoods_57364399654-400x267.jpg,2,384
